Time Casa, Time Fora, ID, Dia, Mes, Ano, Hora
OKC,POR,0021600908,02,03,2017,22:30:00
NYK,PHI,0021600909,03,03,2017,19:00:00
TOR,WAS,0021600910,03,03,2017,19:00:00
MIA,ORL,0021600911,03,03,2017,19:00:00
LAC,MIL,0021600912,03,03,2017,20:00:00
CLE,ATL,0021600913,03,03,2017,20:00:00
MEM,DAL,0021600914,03,03,2017,20:30:00
BKN,UTA,0021600915,03,03,2017,21:00:00
OKC,PHX,0021600916,03,03,2017,21:00:00
SAS,NOP,0021600917,03,03,2017,21:30:00
BOS,LAL,0021600918,03,03,2017,22:30:00
DET,PHI,0021600919,04,03,2017,18:00:00
TOR,MIL,0021600920,04,03,2017,20:00:00
CLE,MIA,0021600921,04,03,2017,20:00:00
LAC,CHI,0021600922,04,03,2017,20:30:00
CHA,DEN,0021600923,04,03,2017,21:00:00
MEM,HOU,0021600924,04,03,2017,21:00:00
MIN,SAS,0021600925,04,03,2017,21:00:00
BKN,POR,0021600926,04,03,2017,22:00:00
IND,ATL,0021600927,05,03,2017,15:00:00
GSW,NYK,0021600928,05,03,2017,15:30:00
BOS,PHX,0021600929,05,03,2017,17:00:00
ORL,WAS,0021600930,05,03,2017,17:00:00
UTA,SAC,0021600931,05,03,2017,18:00:00
OKC,DAL,0021600932,05,03,2017,20:30:00
NOP,LAL,0021600933,05,03,2017,21:30:00
MIL,PHI,0021600934,06,03,2017,19:00:00
NYK,ORL,0021600935,06,03,2017,19:00:00
MIA,CLE,0021600936,06,03,2017,19:00:00
GSW,ATL,0021600937,06,03,2017,19:30:00
CHI,DET,0021600938,06,03,2017,19:30:00
BKN,MEM,0021600939,06,03,2017,20:00:00
POR,MIN,0021600940,06,03,2017,20:00:00
IND,CHA,0021600941,06,03,2017,20:00:00
HOU,SAS,0021600942,06,03,2017,20:30:00
SAC,DEN,0021600943,06,03,2017,21:00:00
NOP,UTA,0021600944,06,03,2017,21:00:00
BOS,LAC,0021600945,06,03,2017,22:30:00
POR,OKC,0021600946,07,03,2017,20:00:00
LAL,DAL,0021600947,07,03,2017,20:30:00
WAS,PHX,0021600948,07,03,2017,21:00:00
CHI,ORL,0021600949,08,03,2017,19:00:00
BKN,ATL,0021600950,08,03,2017,19:30:00
CHA,MIA,0021600951,08,03,2017,19:30:00
NYK,MIL,0021600952,08,03,2017,20:00:00
TOR,NOP,0021600953,08,03,2017,20:00:00
UTA,HOU,0021600954,08,03,2017,20:00:00
LAC,MIN,0021600955,08,03,2017,20:00:00
DET,IND,0021600956,08,03,2017,20:00:00
SAC,SAS,0021600957,08,03,2017,20:30:00
WAS,DEN,0021600958,08,03,2017,21:00:00
BOS,GSW,0021600959,08,03,2017,22:30:00
CLE,DET,0021600960,09,03,2017,19:30:00
LAC,MEM,0021600961,09,03,2017,20:00:00
SAS,OKC,0021600962,09,03,2017,20:00:00
PHI,POR,0021600963,09,03,2017,22:00:00
LAL,PHX,0021600964,09,03,2017,22:30:00
ORL,CHA,0021600965,10,03,2017,19:00:00
HOU,CHI,0021600966,10,03,2017,20:00:00
IND,MIL,0021600967,10,03,2017,20:00:00
GSW,MIN,0021600968,10,03,2017,20:00:00
TOR,ATL,0021600969,10,03,2017,20:00:00
BOS,DEN,0021600970,10,03,2017,21:00:00
BKN,DAL,0021600971,10,03,2017,21:00:00
WAS,SAC,0021600972,10,03,2017,22:30:00
UTA,OKC,0021600973,11,03,2017,15:00:00
PHI,LAC,0021600974,11,03,2017,15:30:00
NYK,DET,0021600975,11,03,2017,17:00:00
NOP,CHA,0021600976,11,03,2017,19:00:00
CLE,ORL,0021600977,11,03,2017,19:00:00
MIN,MIL,0021600978,11,03,2017,20:00:00
TOR,MIA,0021600979,11,03,2017,20:00:00
GSW,SAS,0021600980,11,03,2017,20:30:00
ATL,MEM,0021600981,11,03,2017,21:00:00
PHX,DAL,0021600982,11,03,2017,21:00:00
WAS,POR,0021600983,11,03,2017,22:00:00
DEN,SAC,0021600984,11,03,2017,22:30:00
CHI,BOS,0021600985,12,03,2017,15:30:00
NYK,BKN,0021600986,12,03,2017,18:00:00
MIA,IND,0021600987,12,03,2017,18:00:00
POR,PHX,0021600988,12,03,2017,21:00:00
CLE,HOU,0021600989,12,03,2017,21:00:00
PHI,LAL,0021600990,12,03,2017,21:30:00
CHI,CHA,0021600991,13,03,2017,19:00:00
DAL,TOR,0021600992,13,03,2017,19:30:00
MIL,MEM,0021600993,13,03,2017,20:00:00
ATL,SAS,0021600994,13,03,2017,20:00:00
WAS,MIN,0021600995,13,03,2017,20:00:00
LAC,UTA,0021600996,13,03,2017,21:00:00
ORL,SAC,0021600997,13,03,2017,22:30:00
LAL,DEN,0021600998,13,03,2017,22:30:00
DET,CLE,0021600999,14,03,2017,19:00:00
OKC,BKN,0021601000,14,03,2017,19:30:00
IND,NYK,0021601001,14,03,2017,19:30:00
POR,NOP,0021601002,14,03,2017,20:00:00
PHI,GSW,0021601003,14,03,2017,22:30:00
DAL,WAS,0021601004,15,03,2017,19:00:00
CHA,IND,0021601005,15,03,2017,19:00:00
MIN,BOS,0021601006,15,03,2017,19:30:00
NOP,MIA,0021601007,15,03,2017,19:30:00
UTA,DET,0021601008,15,03,2017,19:30:00
MEM,CHI,0021601009,15,03,2017,20:00:00
LAL,HOU,0021601010,15,03,2017,20:00:00
POR,SAS,0021601011,15,03,2017,20:00:00
SAC,PHX,0021601012,15,03,2017,22:00:00
MIL,LAC,0021601013,15,03,2017,22:30:00
UTA,CLE,0021601014,16,03,2017,19:00:00
OKC,TOR,0021601015,16,03,2017,19:00:00
BKN,NYK,0021601016,16,03,2017,19:30:00
MEM,ATL,0021601017,16,03,2017,19:30:00
LAC,DEN,0021601018,16,03,2017,21:00:00
ORL,GSW,0021601019,16,03,2017,22:30:00
DAL,PHI,0021601020,17,03,2017,19:00:00
CHI,WAS,0021601021,17,03,2017,19:00:00
BOS,BKN,0021601022,17,03,2017,19:30:00
TOR,DET,0021601023,17,03,2017,19:30:00
HOU,NOP,0021601024,17,03,2017,20:00:00
MIN,MIA,0021601025,17,03,2017,20:00:00
ORL,PHX,0021601026,17,03,2017,22:00:00
MIL,LAL,0021601027,17,03,2017,22:30:00
SAC,OKC,0021601028,18,03,2017,15:00:00
POR,ATL,0021601029,18,03,2017,18:00:00
WAS,CHA,0021601030,18,03,2017,19:00:00
CLE,LAC,0021601031,18,03,2017,20:30:00
UTA,CHI,0021601032,18,03,2017,21:00:00
SAS,MEM,0021601033,18,03,2017,21:00:00
HOU,DEN,0021601034,18,03,2017,21:30:00
MIL,GSW,0021601035,18,03,2017,22:30:00
DAL,BKN,0021601036,19,03,2017,12:00:00
BOS,PHI,0021601037,19,03,2017,13:00:00
PHX,DET,0021601038,19,03,2017,16:30:00
MIN,NOP,0021601039,19,03,2017,18:00:00
IND,TOR,0021601040,19,03,2017,18:00:00
POR,MIA,0021601041,19,03,2017,18:00:00
SAC,SAS,0021601042,19,03,2017,19:00:00
CLE,LAL,0021601043,19,03,2017,21:30:00
ATL,CHA,0021601044,20,03,2017,19:00:00
PHI,ORL,0021601045,20,03,2017,19:00:00
UTA,IND,0021601046,20,03,2017,19:00:00
WAS,BOS,0021601047,20,03,2017,19:30:00
DEN,HOU,0021601048,20,03,2017,20:00:00
GSW,OKC,0021601049,20,03,2017,20:00:00
NYK,LAC,0021601050,20,03,2017,22:30:00
CHI,TOR,0021601051,21,03,2017,19:00:00
DET,BKN,0021601052,21,03,2017,19:30:00
PHX,MIA,0021601053,21,03,2017,19:30:00
MEM,NOP,0021601054,21,03,2017,20:00:00
GSW,DAL,0021601055,21,03,2017,20:30:00
SAS,MIN,0021601056,21,03,2017,21:30:00
MIL,POR,0021601057,21,03,2017,22:00:00
LAC,LAL,0021601058,21,03,2017,22:30:00
CHA,ORL,0021601059,22,03,2017,19:00:00
IND,BOS,0021601060,22,03,2017,19:30:00
DET,CHI,0021601061,22,03,2017,20:00:00
PHI,OKC,0021601062,22,03,2017,20:00:00
ATL,WAS,0021601063,22,03,2017,20:00:00
CLE,DEN,0021601064,22,03,2017,21:00:00
MIL,SAC,0021601065,22,03,2017,22:30:00
NYK,UTA,0021601066,22,03,2017,22:30:00
PHX,BKN,0021601067,23,03,2017,19:30:00
TOR,MIA,0021601068,23,03,2017,19:30:00
LAC,DAL,0021601069,23,03,2017,20:30:00
MEM,SAS,0021601070,23,03,2017,20:30:00
NYK,POR,0021601071,23,03,2017,22:00:00
BKN,WAS,0021601072,24,03,2017,19:00:00
CLE,CHA,0021601073,24,03,2017,19:00:00
DET,ORL,0021601074,24,03,2017,19:00:00
DEN,IND,0021601075,24,03,2017,19:00:00
PHX,BOS,0021601076,24,03,2017,19:30:00
PHI,CHI,0021601077,24,03,2017,20:00:00
ATL,MIL,0021601078,24,03,2017,20:00:00
NOP,HOU,0021601079,24,03,2017,20:00:00
MIN,LAL,0021601080,24,03,2017,22:30:00
SAC,GSW,0021601081,24,03,2017,22:30:00
UTA,LAC,0021601082,25,03,2017,15:30:00
WAS,CLE,0021601083,25,03,2017,19:30:00
TOR,DAL,0021601084,25,03,2017,20:30:00
NYK,SAS,0021601085,25,03,2017,20:30:00
MIN,POR,0021601086,25,03,2017,22:00:00
PHX,CHA,0021601087,26,03,2017,13:00:00
BKN,ATL,0021601088,26,03,2017,13:00:00
SAC,LAC,0021601089,26,03,2017,15:30:00
CHI,MIL,0021601090,26,03,2017,15:30:00
OKC,HOU,0021601091,26,03,2017,15:30:00
PHI,IND,0021601092,26,03,2017,18:00:00
MIA,BOS,0021601093,26,03,2017,18:00:00
MEM,GSW,0021601094,26,03,2017,20:00:00
NOP,DEN,0021601095,26,03,2017,20:00:00
POR,LAL,0021601096,26,03,2017,21:30:00
ORL,TOR,0021601097,27,03,2017,19:30:00
DET,NYK,0021601098,27,03,2017,19:30:00
CLE,SAS,0021601099,27,03,2017,20:00:00
OKC,DAL,0021601100,27,03,2017,20:30:00
MEM,SAC,0021601101,27,03,2017,22:30:00
NOP,UTA,0021601102,27,03,2017,22:30:00
MIL,CHA,0021601103,28,03,2017,19:00:00
MIN,IND,0021601104,28,03,2017,19:00:00
PHI,BKN,0021601105,28,03,2017,19:30:00
PHX,ATL,0021601106,28,03,2017,19:30:00
MIA,DET,0021601107,28,03,2017,19:30:00
GSW,HOU,0021601108,28,03,2017,20:00:00
DEN,POR,0021601109,28,03,2017,22:00:00
WAS,LAL,0021601110,28,03,2017,22:30:00
ATL,PHI,0021601111,29,03,2017,19:00:00
OKC,ORL,0021601112,29,03,2017,19:00:00
MIL,BOS,0021601113,29,03,2017,19:30:00
CHA,TOR,0021601114,29,03,2017,19:30:00
MIA,NYK,0021601115,29,03,2017,19:30:00
IND,MEM,0021601116,29,03,2017,20:00:00
DAL,NOP,0021601117,29,03,2017,20:00:00
GSW,SAS,0021601118,29,03,2017,21:30:00
WAS,LAC,0021601119,29,03,2017,22:30:00
UTA,SAC,0021601120,29,03,2017,22:30:00
BKN,DET,0021601121,30,03,2017,19:30:00
CLE,CHI,0021601122,30,03,2017,20:00:00
LAL,MIN,0021601123,30,03,2017,20:00:00
LAC,PHX,0021601124,30,03,2017,22:00:00
HOU,POR,0021601125,30,03,2017,22:30:00
IND,TOR,0021601126,31,03,2017,19:00:00
DEN,CHA,0021601127,31,03,2017,19:00:00
PHI,CLE,0021601128,31,03,2017,19:30:00
ORL,BOS,0021601129,31,03,2017,19:30:00
DET,MIL,0021601130,31,03,2017,20:00:00
DAL,MEM,0021601131,31,03,2017,20:00:00
SAC,NOP,0021601132,31,03,2017,20:00:00
NYK,MIA,0021601133,31,03,2017,20:00:00
WAS,UTA,0021601134,31,03,2017,21:00:00
SAS,OKC,0021601135,31,03,2017,21:30:00
HOU,GSW,0021601136,31,03,2017,22:30:00
LAL,LAC,0021601137,01,04,2017,15:30:00
ATL,CHI,0021601138,01,04,2017,17:00:00
ORL,BKN,0021601139,01,04,2017,18:00:00
SAC,MIN,0021601140,01,04,2017,20:00:00
PHX,POR,0021601141,01,04,2017,22:00:00
BOS,NYK,0021601145,02,04,2017,13:00:00
CHA,OKC,0021601142,02,04,2017,15:00:00
MEM,LAL,0021601143,02,04,2017,15:30:00
DAL,MIL,0021601144,02,04,2017,15:30:00
UTA,SAS,0021601151,02,04,2017,15:30:00
CHI,NOP,0021601146,02,04,2017,18:00:00
PHI,TOR,0021601147,02,04,2017,18:00:00
ATL,BKN,0021601148,02,04,2017,18:00:00
DEN,MIA,0021601149,02,04,2017,18:00:00
IND,CLE,0021601150,02,04,2017,18:00:00
WAS,GSW,0021601152,02,04,2017,20:00:00
HOU,PHX,0021601153,02,04,2017,21:00:00
BKN,PHI,0021601154,04,04,2017,19:00:00
CHA,WAS,0021601155,04,04,2017,19:00:00
ORL,CLE,0021601156,04,04,2017,19:00:00
TOR,IND,0021601157,04,04,2017,19:00:00
DEN,NOP,0021601158,04,04,2017,20:00:00
MIL,OKC,0021601159,04,04,2017,20:00:00
CHI,NYK,0021601160,04,04,2017,20:00:00
MEM,SAS,0021601161,04,04,2017,20:30:00
MIN,GSW,0021601162,04,04,2017,22:30:00
DAL,SAC,0021601163,04,04,2017,22:30:00
POR,UTA,0021601164,04,04,2017,22:30:00
MIA,CHA,0021601165,05,04,2017,19:00:00
TOR,DET,0021601166,05,04,2017,19:30:00
OKC,MEM,0021601167,05,04,2017,20:00:00
DEN,HOU,0021601168,05,04,2017,20:00:00
CLE,BOS,0021601169,05,04,2017,20:00:00
LAL,SAS,0021601170,05,04,2017,20:30:00
GSW,PHX,0021601171,05,04,2017,22:00:00
DAL,LAC,0021601172,05,04,2017,22:30:00
CHI,PHI,0021601173,06,04,2017,19:00:00
BKN,ORL,0021601174,06,04,2017,19:00:00
MIL,IND,0021601175,06,04,2017,19:00:00
WAS,NYK,0021601176,06,04,2017,19:30:00
BOS,ATL,0021601177,06,04,2017,20:00:00
MIN,POR,0021601178,06,04,2017,22:30:00
ATL,CLE,0021601179,07,04,2017,19:30:00
MIA,TOR,0021601180,07,04,2017,19:30:00
NYK,MEM,0021601181,07,04,2017,20:00:00
DET,HOU,0021601182,07,04,2017,20:00:00
SAS,DAL,0021601183,07,04,2017,20:30:00
NOP,DEN,0021601184,07,04,2017,21:00:00
MIN,UTA,0021601185,07,04,2017,21:00:00
OKC,PHX,0021601186,07,04,2017,22:00:00
SAC,LAL,0021601187,07,04,2017,22:30:00
CHI,BKN,0021601188,08,04,2017,17:00:00
BOS,CHA,0021601189,08,04,2017,18:00:00
IND,ORL,0021601190,08,04,2017,18:00:00
MIL,PHI,0021601191,08,04,2017,19:00:00
MIA,WAS,0021601192,08,04,2017,19:00:00
LAC,SAS,0021601193,08,04,2017,20:30:00
UTA,POR,0021601194,08,04,2017,22:00:00
NOP,GSW,0021601195,08,04,2017,22:30:00
TOR,NYK,0021601196,09,04,2017,12:00:00
CLE,ATL,0021601197,09,04,2017,15:30:00
OKC,DEN,0021601198,09,04,2017,17:00:00
DAL,PHX,0021601199,09,04,2017,18:00:00
HOU,SAC,0021601200,09,04,2017,18:00:00
DET,MEM,0021601201,09,04,2017,18:00:00
MIN,LAL,0021601202,09,04,2017,21:30:00
IND,PHI,0021601203,10,04,2017,19:00:00
BKN,BOS,0021601204,10,04,2017,19:30:00
CLE,MIA,0021601205,10,04,2017,19:30:00
ORL,CHI,0021601206,10,04,2017,20:00:00
CHA,MIL,0021601207,10,04,2017,20:00:00
WAS,DET,0021601208,10,04,2017,20:00:00
SAS,POR,0021601209,10,04,2017,22:00:00
HOU,LAC,0021601210,10,04,2017,22:30:00
UTA,GSW,0021601211,10,04,2017,22:30:00
CHA,ATL,0021601212,11,04,2017,19:30:00
OKC,MIN,0021601213,11,04,2017,20:00:00
DEN,DAL,0021601214,11,04,2017,20:30:00
NOP,LAL,0021601215,11,04,2017,22:30:00
PHX,SAC,0021601216,11,04,2017,22:30:00
DET,ORL,0021601217,12,04,2017,20:00:00
TOR,CLE,0021601218,12,04,2017,20:00:00
MIL,BOS,0021601219,12,04,2017,20:00:00
PHI,NYK,0021601220,12,04,2017,20:00:00
WAS,MIA,0021601221,12,04,2017,20:00:00
BKN,CHI,0021601222,12,04,2017,20:00:00
DAL,MEM,0021601223,12,04,2017,20:00:00
MIN,HOU,0021601224,12,04,2017,20:00:00
DEN,OKC,0021601225,12,04,2017,20:00:00
ATL,IND,0021601226,12,04,2017,20:00:00
SAS,UTA,0021601227,12,04,2017,22:30:00
SAC,LAC,0021601228,12,04,2017,22:30:00
LAL,GSW,0021601229,12,04,2017,22:30:00
NOP,POR,0021601230,12,04,2017,22:30:00
